COUNTY,CNTYNAME,DISTRICT,DISTNAME,CHARTER_STATUS,CRISIS_IND,studentnumber,tipcat
43,COLLIN COUNTY,43905,FRISCO ISD,TRADITIONAL ISD/CSD,5A,12,fully displaced
43,COLLIN COUNTY,43907,MCKINNEY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
43,COLLIN COUNTY,43910,PLANO ISD,TRADITIONAL ISD/CSD,5A,19,fully displaced
43,COLLIN COUNTY,43911,PRINCETON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
43,COLLIN COUNTY,43918,COMMUNITY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
45,COLORADO COUNTY,45902,COLUMBUS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
45,COLORADO COUNTY,45903,RICE CISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
45,COLORADO COUNTY,45905,WEIMAR ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
46,COMAL COUNTY,46802,TRINITY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
46,COMAL COUNTY,46901,NEW BRAUNFELS ISD,TRADITIONAL ISD/CSD,5A,15,fully displaced
46,COMAL COUNTY,46902,COMAL ISD,TRADITIONAL ISD/CSD,5A,20,fully displaced
47,COMANCHE COUNTY,47902,DE LEON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
49,COOKE COUNTY,49901,GAINESVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
49,COOKE COUNTY,49908,WALNUT BEND ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
50,CORYELL COUNTY,50902,GATESVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
50,CORYELL COUNTY,50910,COPPERAS COVE ISD,TRADITIONAL ISD/CSD,5A,10,fully displaced
52,CRANE COUNTY,52901,CRANE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
54,CROSBY COUNTY,54901,CROSBYTON CISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
56,DALLAM COUNTY,56902,TEXLINE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
57,DALLAS COUNTY,57807,LIFE SCHOOL,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
57,DALLAS COUNTY,57808,UNIVERSAL ACADEMY,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
57,DALLAS COUNTY,57814,ACADEMY FOR ACADEMIC EXCELLENCE,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
57,DALLAS COUNTY,57816,A W BROWN LEADERSHIP ACADEMY,OPEN ENROLLMENT CHARTER,5A,16,fully displaced
57,DALLAS COUNTY,57834,EVOLUTION ACADEMY CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
57,DALLAS COUNTY,57835,GOLDEN RULE CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
57,DALLAS COUNTY,57846,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
57,DALLAS COUNTY,57848,INTERNATIONAL LEADERSHIP OF TEXAS,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
57,DALLAS COUNTY,57903,CARROLLTON-FARMERS BRANCH ISD,TRADITIONAL ISD/CSD,5A,22,fully displaced
57,DALLAS COUNTY,57904,CEDAR HILL ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
57,DALLAS COUNTY,57905,DALLAS ISD,TRADITIONAL ISD/CSD,5A,95,fully displaced
57,DALLAS COUNTY,57906,DESOTO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
57,DALLAS COUNTY,57907,DUNCANVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
57,DALLAS COUNTY,57909,GARLAND ISD,TRADITIONAL ISD/CSD,5A,14,fully displaced
57,DALLAS COUNTY,57910,GRAND PRAIRIE ISD,TRADITIONAL ISD/CSD,5A,16,fully displaced
57,DALLAS COUNTY,57912,IRVING ISD,TRADITIONAL ISD/CSD,5A,29,fully displaced
57,DALLAS COUNTY,57913,LANCASTER ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
57,DALLAS COUNTY,57914,MESQUITE ISD,TRADITIONAL ISD/CSD,5A,29,fully displaced
57,DALLAS COUNTY,57916,RICHARDSON ISD,TRADITIONAL ISD/CSD,5A,31,fully displaced
57,DALLAS COUNTY,57919,SUNNYVALE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
57,DALLAS COUNTY,57922,COPPELL ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
61,DENTON COUNTY,61901,DENTON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
61,DENTON COUNTY,61902,LEWISVILLE ISD,TRADITIONAL ISD/CSD,5A,21,fully displaced
61,DENTON COUNTY,61903,PILOT POINT ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
61,DENTON COUNTY,61914,LITTLE ELM ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
62,DEWITT COUNTY,62901,CUERO ISD,TRADITIONAL ISD/CSD,5A,13,fully displaced
62,DEWITT COUNTY,62903,YOAKUM ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
62,DEWITT COUNTY,62904,YORKTOWN ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
63,DICKENS COUNTY,63906,PATTON SPRINGS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
64,DIMMIT COUNTY,64903,CARRIZO SPRINGS CISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
66,DUVAL COUNTY,66902,SAN DIEGO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
67,EASTLAND COUNTY,67903,EASTLAND ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
68,ECTOR COUNTY,68901,ECTOR COUNTY ISD,TRADITIONAL ISD/CSD,5A,34,fully displaced
70,ELLIS COUNTY,70801,WAXAHACHIE FAITH FAMILY ACADEMY,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
70,ELLIS COUNTY,70903,ENNIS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
70,ELLIS COUNTY,70905,FERRIS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
70,ELLIS COUNTY,70908,MIDLOTHIAN ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
70,ELLIS COUNTY,70911,RED OAK ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
71,EL PASO COUNTY,71902,EL PASO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
71,EL PASO COUNTY,71909,SOCORRO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
72,ERATH COUNTY,72801,PREMIER HIGH SCHOOLS,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
72,ERATH COUNTY,72903,STEPHENVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
73,FALLS COUNTY,73901,CHILTON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
73,FALLS COUNTY,73905,ROSEBUD-LOTT ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
74,FANNIN COUNTY,74903,BONHAM ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
74,FANNIN COUNTY,74909,LEONARD ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
75,FAYETTE COUNTY,75901,FLATONIA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
75,FAYETTE COUNTY,75903,SCHULENBURG ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
75,FAYETTE COUNTY,75906,FAYETTEVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
76,FISHER COUNTY,76904,ROTAN ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
79,FORT BEND COUNTY,79901,LAMAR CISD,TRADITIONAL ISD/CSD,5A,62,fully displaced
79,FORT BEND COUNTY,79906,NEEDVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
79,FORT BEND COUNTY,79907,FORT BEND ISD,TRADITIONAL ISD/CSD,5A,233,fully displaced
79,FORT BEND COUNTY,79910,STAFFORD MSD,TRADITIONAL ISD/CSD,5A,27,fully displaced
80,FRANKLIN COUNTY,80901,MOUNT VERNON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
81,FREESTONE COUNTY,81904,TEAGUE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
82,FRIO COUNTY,82902,DILLEY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
82,FRIO COUNTY,82903,PEARSALL ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
83,GAINES COUNTY,83901,SEAGRAVES ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
83,GAINES COUNTY,83903,SEMINOLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
84,GALVESTON COUNTY,84802,ODYSSEY ACADEMY INC,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
84,GALVESTON COUNTY,84901,DICKINSON ISD,TRADITIONAL ISD/CSD,5A,26,fully displaced
84,GALVESTON COUNTY,84902,GALVESTON ISD,TRADITIONAL ISD/CSD,5A,111,fully displaced
84,GALVESTON COUNTY,84903,HIGH ISLAND ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
84,GALVESTON COUNTY,84906,TEXAS CITY ISD,TRADITIONAL ISD/CSD,5A,52,fully displaced
84,GALVESTON COUNTY,84908,HITCHCOCK ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
84,GALVESTON COUNTY,84909,SANTA FE ISD,TRADITIONAL ISD/CSD,5A,45,fully displaced
84,GALVESTON COUNTY,84910,CLEAR CREEK ISD,TRADITIONAL ISD/CSD,5A,233,fully displaced
84,GALVESTON COUNTY,84911,FRIENDSWOOD ISD,TRADITIONAL ISD/CSD,5A,14,fully displaced
86,GILLESPIE COUNTY,86901,FREDERICKSBURG ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
88,GOLIAD COUNTY,88902,GOLIAD ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
89,GONZALES COUNTY,89901,GONZALES ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
89,GONZALES COUNTY,89903,NIXON-SMILEY CISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
90,GRAY COUNTY,90903,MCLEAN ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
90,GRAY COUNTY,90904,PAMPA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
91,GRAYSON COUNTY,91903,DENISON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
91,GRAYSON COUNTY,91906,SHERMAN ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
91,GRAYSON COUNTY,91909,WHITESBORO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
92,GREGG COUNTY,92901,GLADEWATER ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
92,GREGG COUNTY,92902,KILGORE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
92,GREGG COUNTY,92903,LONGVIEW ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
92,GREGG COUNTY,92904,PINE TREE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
92,GREGG COUNTY,92906,SABINE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
93,GRIMES COUNTY,93901,ANDERSON-SHIRO CISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
93,GRIMES COUNTY,93903,IOLA ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
93,GRIMES COUNTY,93904,NAVASOTA ISD,TRADITIONAL ISD/CSD,5A,13,fully displaced
94,GUADALUPE COUNTY,94901,SEGUIN ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
94,GUADALUPE COUNTY,94902,SCHERTZ-CIBOLO-U CITY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
94,GUADALUPE COUNTY,94903,NAVARRO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
94,GUADALUPE COUNTY,94904,MARION ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
95,HALE COUNTY,95905,PLAINVIEW ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
96,HALL COUNTY,96905,TURKEY-QUITAQUE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
97,HAMILTON COUNTY,97902,HAMILTON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
99,HARDEMAN COUNTY,99902,CHILLICOTHE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
100,HARDIN COUNTY,100903,KOUNTZE ISD,TRADITIONAL ISD/CSD,5A,18,fully displaced
100,HARDIN COUNTY,100904,SILSBEE ISD,TRADITIONAL ISD/CSD,5A,40,fully displaced
100,HARDIN COUNTY,100905,HARDIN-JEFFERSON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
100,HARDIN COUNTY,100907,LUMBERTON ISD,TRADITIONAL ISD/CSD,5A,59,fully displaced
100,HARDIN COUNTY,100908,WEST HARDIN COUNTY CISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
101,HARRIS COUNTY,101810,ACADEMY OF ACCELERATED LEARNING IN,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
101,HARRIS COUNTY,101813,KIPP INC CHARTER,OPEN ENROLLMENT CHARTER,5A,17,fully displaced
101,HARRIS COUNTY,101814,THE VARNETT PUBLIC SCHOOL,OPEN ENROLLMENT CHARTER,5A,27,fully displaced
101,HARRIS COUNTY,101828,HOUSTON GATEWAY ACADEMY INC,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
101,HARRIS COUNTY,101845,YES PREP PUBLIC SCHOOLS INC,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
101,HARRIS COUNTY,101846,HARMONY SCIENCE ACADEMY,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
101,HARRIS COUNTY,101853,PROMISE COMMUNITY SCHOOL,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
101,HARRIS COUNTY,101855,MEYERPARK ELEMENTARY,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
101,HARRIS COUNTY,101861,THE RHODES SCHOOL,OPEN ENROLLMENT CHARTER,5A,-999,fully displaced
101,HARRIS COUNTY,101902,ALDINE ISD,TRADITIONAL ISD/CSD,5A,317,fully displaced
101,HARRIS COUNTY,101903,ALIEF ISD,TRADITIONAL ISD/CSD,5A,191,fully displaced
101,HARRIS COUNTY,101905,CHANNELVIEW ISD,TRADITIONAL ISD/CSD,5A,99,fully displaced
101,HARRIS COUNTY,101906,CROSBY ISD,TRADITIONAL ISD/CSD,5A,32,fully displaced
101,HARRIS COUNTY,101907,CYPRESS-FAIRBANKS ISD,TRADITIONAL ISD/CSD,5A,503,fully displaced
101,HARRIS COUNTY,101908,DEER PARK ISD,TRADITIONAL ISD/CSD,5A,27,fully displaced
101,HARRIS COUNTY,101910,GALENA PARK ISD,TRADITIONAL ISD/CSD,5A,162,fully displaced
101,HARRIS COUNTY,101911,GOOSE CREEK CISD,TRADITIONAL ISD/CSD,5A,118,fully displaced
101,HARRIS COUNTY,101912,HOUSTON ISD,TRADITIONAL ISD/CSD,5A,297,fully displaced
101,HARRIS COUNTY,101913,HUMBLE ISD,TRADITIONAL ISD/CSD,5A,189,fully displaced
101,HARRIS COUNTY,101914,KATY ISD,TRADITIONAL ISD/CSD,5A,212,fully displaced
101,HARRIS COUNTY,101915,KLEIN ISD,TRADITIONAL ISD/CSD,5A,153,fully displaced
101,HARRIS COUNTY,101916,LA PORTE ISD,TRADITIONAL ISD/CSD,5A,37,fully displaced
101,HARRIS COUNTY,101917,PASADENA ISD,TRADITIONAL ISD/CSD,5A,177,fully displaced
101,HARRIS COUNTY,101919,SPRING ISD,TRADITIONAL ISD/CSD,5A,299,fully displaced
101,HARRIS COUNTY,101920,SPRING BRANCH ISD,TRADITIONAL ISD/CSD,5A,78,fully displaced
101,HARRIS COUNTY,101921,TOMBALL ISD,TRADITIONAL ISD/CSD,5A,26,fully displaced
101,HARRIS COUNTY,101924,SHELDON ISD,TRADITIONAL ISD/CSD,5A,62,fully displaced
101,HARRIS COUNTY,101925,HUFFMAN ISD,TRADITIONAL ISD/CSD,5A,38,fully displaced
102,HARRISON COUNTY,102902,MARSHALL ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
102,HARRISON COUNTY,102904,HALLSVILLE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
102,HARRISON COUNTY,102905,HARLETON ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
105,HAYS COUNTY,105902,SAN MARCOS CISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
105,HAYS COUNTY,105904,DRIPPING SPRINGS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
105,HAYS COUNTY,105905,WIMBERLEY ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
105,HAYS COUNTY,105906,HAYS CISD,TRADITIONAL ISD/CSD,5A,13,fully displaced
107,HENDERSON COUNTY,107902,BROWNSBORO ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
107,HENDERSON COUNTY,107904,CROSS ROADS ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
107,HENDERSON COUNTY,107905,EUSTACE ISD,TRADITIONAL ISD/CSD,5A,-999,fully displaced
